Heading,Time,Vas/GLMS Result,Question,Low Anchor, High Anchor, Low Value, High Value
Vas,null,50,How hungry are you right now?,Extremely hungry,Not at all hungry,0,100
Vas,null,50,How full are you right now?,Extremely full,Not at all full,0,100
Vas,null,50,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0,100
Vas,2024.06.05.09.19.29.689,29,How happy are you right now?,Extremely happy,Not at all happy,0,100
Vas,2024.06.05.09.20.11.289,73,How anxious are you right now?,Extremely anxious,Not at all anxious,0,100
Vas,2024.06.05.09.20.26.663,35,How tired are you right now?,Extremely tired,Not at all tired,0,100
Vas,2024.06.05.09.20.54.500,80,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
GLMS ,2024.06.05.09.20.59.014,90.5512,How sweet is Sample 667?
GLMS ,2024.06.05.09.21.03.134,33.6614,How bitter is Sample 667?
GLMS ,2024.06.05.09.21.06.254,92.1260,How sour is Sample 667?
GLMS ,2024.06.05.09.21.34.444,47.8346,How salty is Sample 667?
Vas,2024.06.05.09.21.51.890,77,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
GLMS ,null,0.0000,How sweet is Sample 312?
GLMS ,2024.06.05.09.22.00.781,61.2205,How bitter is Sample 312?
GLMS ,2024.06.05.09.22.05.267,38.5827,How sour is Sample 312?
GLMS ,null,0.0000,How salty is Sample 312?
Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
GLMS ,null,0.0000,How sweet is Sample 265?
GLMS ,null,0.0000,How bitter is Sample 265?
GLMS ,null,0.0000,How sour is Sample 265?
GLMS ,null,0.0000,How salty is Sample 265?
Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
GLMS ,null,0.0000,How sweet is Sample 720?
GLMS ,null,0.0000,How bitter is Sample 720?
GLMS ,null,0.0000,How sour is Sample 720?
GLMS ,null,0.0000,How salty is Sample 720?
