Heading,Vas/GLMS Result,Question,Low Anchor, High Anchor, Low Value, High Value
Vas,73.96280400572246,Think about walking in the rain. How much do you like walking in the rain?,Dislike extremely,Like extremely,0.0,100.0
Vas,42.20314735336195,Think about watching your favourite movie. How much do you like watching your favourite movie?,Dislike extremely,Like extremely,0.0,100.0
Vas,54.7925608011445,Think about a warm fire on a cold day. How much do you like a warm fire on a cold day?,Dislike extremely,Like extremely,0.0,100.0
Vas,55.22174535050072,Think about the sound of a car alarm. How much do you like the sound of a car alarm?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,77.33990147783251,Think of listening to a heavy metal song with headphones on maximum volume.
GLMS ,23.645320197044335,Think of staring directly at the sun through binoculars
Vas,78.6838340486409,How hungry are you right now?,Not at all hungry,Extremely hungry,0.0,100.0
Vas,66.38054363376253,How full are you right now?,Not at all full,Extremely full,0.0,100.0
Vas,74.53505007153076,How thirsty are you right now?,Not at all thirsty,Extremely thirsty,0.0,100.0
Vas,0.0,How happy are you right now?,Not at all happy,Extremely happy,0.0,100.0
Vas,0.0,How anxious are you right now?,Not at all anxious,Extremely anxious,0.0,100.0
Vas,0.0,How tired are you right now?,Not at all tired,Extremely tired,0.0,100.0
Vas,0.0,How much do you like Sample 667?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 667?
GLMS ,0.0,How bitter is Sample 667?
GLMS ,0.0,How sour is Sample 667?
GLMS ,0.0,How salty is Sample 667?
Vas,0.0,How much do you like Sample 312?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 312?
GLMS ,0.0,How bitter is Sample 312?
GLMS ,0.0,How sour is Sample 312?
GLMS ,0.0,How salty is Sample 312?
Vas,0.0,How much do you like Sample 265?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 265?
GLMS ,0.0,How bitter is Sample 265?
GLMS ,0.0,How sour is Sample 265?
GLMS ,0.0,How salty is Sample 265?
Vas,0.0,How much do you like Sample 720?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 720?
GLMS ,0.0,How bitter is Sample 720?
GLMS ,0.0,How sour is Sample 720?
GLMS ,0.0,How salty is Sample 720?
